date_valo,code_titre,famille_source,prix_moteur,prix_manar,ecart,status,date_emission,date_echeance,maturite_residuelle,capital_restant_du,taux_coupon,coupon_couru,dirty_price,clean_price,ytm,courbe_utilisee,pilier_avant,pilier_apres,taux_pilier_avant,taux_pilier_apres,taux_interpole,methode_interpolation,zone_CT_LT,nb_flux_futurs,prochain_flux_date,prochain_flux_montant,somme_flux_actualises,cause_probable,commentaire_diagnostic,type_taux_FIX_REV,type_amortissement_AA_ZC_TA,periodicite_AN_SEM_TRI,base_calcul,categorie_ORD_OBL_FPCT_BDT_BSF_CD,piliers_CT_LT_disponibles,moteur_ATP_ZC,detail_flux_json,point_CT,point_LT,passage_CT_LT_transition,joint_J
2026-01-02,5117,bam_piliers,94851.296951,83134.41,11716.887,ECART,11/06/2021,2037-09-24,4283.0,100000.0,3.1,849.3151,95700.612051,94851.296951,0.0374,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),3454.0,4945.0,0.0294,0.0321,0.030901207243460762,vba_interpolate_extrapolate(grille_LT),LT,12,2026-09-24,3100.0,94827.52534107247,problème FPCT,FPCT : flux/jouissance/prorata spécifiques.,FIX,TA,TRI,R/R,FPCT,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-09-24"", ""cash"": 3100.0, ""df"": 0.9736942160690948, ""pv"": 3018.4520698141937}, {""date"": ""2027-09-24"", ""cash"": 3100.0, ""df"": 0.9385909158175195, ""pv"": 2909.6318390343104}, {""date"": ""2028-09-24"", ""cash"": 3100.0, ""df"": 0.9046621380029477, ""pv"": 2804.452627809138}, {""date"": ""2029-09-24"", ""cash"": 3100.0, ""df"": 0.8720475592856638, ""pv"": 2703.3474337855578}, {""date"": ""2030-09-24"", ""cash"": 3100.0, ""df"": 0.840608790520208, ""pv"": 2605.887250612645}, {""date"": ""2031-09-24"", ""cash"": 3100.0, ""df"": 0.8103034417970001, ""pv"": 2511.9406695707003}, {""date"": ""2032-09-24"", ""cash"": 3100.0, ""df"": 0.7810120806983611, ""pv"": 2421.1374501649198}, {""date"": ""2033-09-24"", ""cash"": 3100.0, ""df"": 0.7528552927495287, ""pv"": 2333.851407523539}, {""date"": ""2034-09-24"", ""cash"": 3100.0, ""df"": 0.7257136039613732, ""pv"": 2249.7121722802567}, {""date"": ""2035-09-24"", ""cash"": 3100.0, ""df"": 0.699550418316342, ""pv"": 2168.60629678066}, {""date"": ""2036-09-24"", ""cash"": 3100.0, ""df"": 0.6742626275300092, ""pv"": 2090.2141453430286}, {""date"": ""2037-09-24"", ""cash"": 103100.0, ""df"": 0.6499543353865521, ""pv"": 67010.29197835352}]",False,True,False,255.0
2026-03-06,5117,bam_piliers,94806.421148,83081.38,11725.0411,ECART,11/06/2021,2037-09-24,4220.0,100000.0,3.1,1384.3836,96190.804748,94806.421148,0.03813,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),3391.0,4882.0,0.030299999999999997,0.0327,0.03163440643863179,vba_interpolate_extrapolate(grille_LT),LT,12,2026-09-24,3100.0,94782.22657458624,problème FPCT,FPCT : flux/jouissance/prorata spécifiques. | Δtaux_interp=0.00073320; Δcoupon_couru=535.068500; signe_ecart même sens=True; stabilité |Δécart|=8.1541,FIX,TA,TRI,R/R,FPCT,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-09-24"", ""cash"": 3100.0, ""df"": 0.979503259453233, ""pv"": 3036.4601043050225}, {""date"": ""2027-09-24"", ""cash"": 3100.0, ""df"": 0.9435265905553573, ""pv"": 2924.9324307216075}, {""date"": ""2028-09-24"", ""cash"": 3100.0, ""df"": 0.9087781511178336, ""pv"": 2817.212268465284}, {""date"": ""2029-09-24"", ""cash"": 3100.0, ""df"": 0.8753991803703135, ""pv"": 2713.737459147972}, {""date"": ""2030-09-24"", ""cash"": 3100.0, ""df"": 0.8432462026627816, ""pv"": 2614.063228254623}, {""date"": ""2031-09-24"", ""cash"": 3100.0, ""df"": 0.812274187878957, ""pv"": 2518.0499824247668}, {""date"": ""2032-09-24"", ""cash"": 3100.0, ""df"": 0.7823595456137482, ""pv"": 2425.3145914026195}, {""date"": ""2033-09-24"", ""cash"": 3100.0, ""df"": 0.7536238675442847, ""pv"": 2336.2339893872827}, {""date"": ""2034-09-24"", ""cash"": 3100.0, ""df"": 0.7259436366777615, ""pv"": 2250.4252737010606}, {""date"": ""2035-09-24"", ""cash"": 3100.0, ""df"": 0.6992800869619041, ""pv"": 2167.768269581903}, {""date"": ""2036-09-24"", ""cash"": 3100.0, ""df"": 0.6735268204457376, ""pv"": 2087.9331433817865}, {""date"": ""2037-09-24"", ""cash"": 103100.0, ""df"": 0.6487885143919718, ""pv"": 66890.0958338123}]",False,True,False,192.0
2026-01-02,5122,bam_piliers,97726.736984,43713.34,54013.397,ECART,06/08/2021,2033-03-28,2642.0,100000.0,2.7,2071.2329,99797.969884,97726.736984,0.03386,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),1928.0,3454.0,0.0265,0.0294,0.027856880733944954,vba_interpolate_extrapolate(grille_LT),LT,8,2026-03-28,2700.0,97710.7393643868,problème FPCT,FPCT : flux/jouissance/prorata spécifiques.,FIX,TA,TRI,R/R,FPCT,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-03-28"", ""cash"": 2700.0, ""df"": 0.9922753418104983, ""pv"": 2679.1434228883454}, {""date"": ""2027-03-28"", ""cash"": 2700.0, ""df"": 0.9597772830078524, ""pv"": 2591.3986641212014}, {""date"": ""2028-03-28"", ""cash"": 2700.0, ""df"": 0.9282588797466957, ""pv"": 2506.2989753160787}, {""date"": ""2029-03-28"", ""cash"": 2700.0, ""df"": 0.8978574272596829, ""pv"": 2424.2150536011436}, {""date"": ""2030-03-28"", ""cash"": 2700.0, ""df"": 0.8684516542468834, ""pv"": 2344.8194664665853}, {""date"": ""2031-03-28"", ""cash"": 2700.0, ""df"": 0.8400089511605859, ""pv"": 2268.024168133582}, {""date"": ""2032-03-28"", ""cash"": 2700.0, ""df"": 0.812423654723179, ""pv"": 2193.5438677525835}, {""date"": ""2033-03-28"", ""cash"": 102700.0, ""df"": 0.7858159274207136, ""pv"": 80703.29574610728}]",False,True,False,255.0
2026-03-06,5122,bam_piliers,97498.26368,43798.95,53699.3137,ECART,06/08/2021,2033-03-28,2579.0,100000.0,2.7,2537.2603,100035.52398,97498.26368,0.03518,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),1865.0,3391.0,0.0282,0.030299999999999997,0.029182568807339448,vba_interpolate_extrapolate(grille_LT),LT,8,2026-03-28,2700.0,97481.70259359421,problème FPCT,FPCT : flux/jouissance/prorata spécifiques. | Δtaux_interp=0.00132569; Δcoupon_couru=466.027400; signe_ecart même sens=True; stabilité |Δécart|=314.0833,FIX,TA,TRI,R/R,FPCT,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-03-28"", ""cash"": 2700.0, ""df"": 0.9979181778339333, ""pv"": 2694.37908015162}, {""date"": ""2027-03-28"", ""cash"": 2700.0, ""df"": 0.9640044995401122, ""pv"": 2602.812148758303}, {""date"": ""2028-03-28"", ""cash"": 2700.0, ""df"": 0.9311551485645296, ""pv"": 2514.11890112423}, {""date"": ""2029-03-28"", ""cash"": 2700.0, ""df"": 0.8995103736205584, ""pv"": 2428.678008775508}, {""date"": ""2030-03-28"", ""cash"": 2700.0, ""df"": 0.8689410282468347, ""pv"": 2346.140776266454}, {""date"": ""2031-03-28"", ""cash"": 2700.0, ""df"": 0.8394105645847435, ""pv"": 2266.4085243788077}, {""date"": ""2032-03-28"", ""cash"": 2700.0, ""df"": 0.8108068679611171, ""pv"": 2189.178543495016}, {""date"": ""2033-03-28"", ""cash"": 102700.0, ""df"": 0.7832520604736539, ""pv"": 80439.98661064426}]",False,True,False,192.0
2026-01-02,5151,bam_piliers,100708.086459,100079.32,628.7665,ECART,10/10/2024,2036-12-24,8.0,100000.0,3.03,2766.5217,103474.608159,100708.086459,0.0296,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),1.0,73.0,0.022099999999999998,0.022099999999999998,0.022099999999999998,vba_interpolate(grille_CT),CT,1,2026-01-10,100774.33,100709.92045035186,problème FPCT,FPCT : flux/jouissance/prorata spécifiques.,REV,TA,TRI,R/360,FPCT,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-01-10"", ""cash"": 100774.33, ""df"": 0.9993608536057929, ""pv"": 100709.92045035186}]",True,False,False,255.0
2026-03-06,5151,bam_piliers,100464.478604,100598.47,-133.9914,ECART,10/10/2024,2036-12-24,35.0,100000.0,3.03,1851.6667,102316.145304,100464.478604,0.03,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),1.0,73.0,0.0225,0.0225,0.0225,vba_interpolate(grille_CT),CT,1,2026-04-10,100757.5,100472.31672172772,problème FPCT,FPCT : flux/jouissance/prorata spécifiques. | prochain_coupon 2026-01-10→2026-04-10; Δtaux_interp=0.00040000; Δcoupon_couru=-914.855000; signe_ecart même sens=False; stabilité |Δécart|=494.7751,REV,TA,TRI,R/360,FPCT,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-04-10"", ""cash"": 100757.5, ""df"": 0.9971696074409123, ""pv"": 100472.31672172772}]",True,False,False,192.0
2026-01-02,9070,bam_piliers,100869.384344,100868.61,0.7743,ECART,15/10/2008,2028-10-15,286.0,100000.0,4.23,915.5342,101784.918544,100869.384344,0.04267,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),255.0,255.0,0.0225,0.0228906825496753,0.02267370898093219,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-10-15,104288.75,100929.53315325307,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit.,REV,AUTRE,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-10-15"", ""cash"": 104288.75, ""df"": 0.9677892692476712, ""pv"": 100929.53315325307}]",False,False,True,255.0
2026-03-06,9070,bam_piliers,101573.168761,101572.56,0.6088,ECART,15/10/2008,2028-10-15,223.0,100000.0,4.23,1645.6438,103218.812561,101573.168761,0.04316,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),192.0,192.0,0.023,0.023448264792397255,0.023164498827403193,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-10-15,104288.75,101630.90680858868,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit. | Δtaux_interp=0.00049079; Δcoupon_couru=730.109600; signe_ecart même sens=True; stabilité |Δécart|=0.1655,REV,AUTRE,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-10-15"", ""cash"": 104288.75, ""df"": 0.9745145742813935, ""pv"": 101630.90680858868}]",False,False,True,192.0
2026-01-02,9302,bam_piliers,100132.138831,100131.18,0.9588,ECART,23/12/2016,2026-12-23,355.0,100000.0,3.35,91.7808,100223.919631,100132.138831,0.03306,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),255.0,255.0,0.0225,0.0228906825496753,0.023062558927403363,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-12-23,103396.53,100176.86103094624,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit.,REV,AUTRE,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-12-23"", ""cash"": 103396.53, ""df"": 0.9688609572385674, ""pv"": 100176.86103094624}]",False,False,True,255.0
2026-03-06,9302,bam_piliers,100658.953187,100658.16,0.7932,ECART,23/12/2016,2026-12-23,292.0,100000.0,3.35,670.0,101328.953187,100658.953187,0.03353,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),192.0,192.0,0.023,0.023448264792397255,0.02353274883151986,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-12-23,103396.53,100704.17923307286,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit. | Δtaux_interp=0.00047019; Δcoupon_couru=578.219200; signe_ecart même sens=True; stabilité |Δécart|=0.1656,REV,AUTRE,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-12-23"", ""cash"": 103396.53, ""df"": 0.9739609175769522, ""pv"": 100704.17923307286}]",False,False,True,192.0
2026-01-02,9307,bam_piliers,100149.96474,100149.01,0.9547,ECART,23/12/2016,2026-12-23,355.0,100000.0,4.05,110.9589,100260.92364,100149.96474,0.04006,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),255.0,255.0,0.0225,0.0228906825496753,0.023062558927403363,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-12-23,104106.25,100204.16243930854,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit.,REV,AUTRE,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-12-23"", ""cash"": 104106.25, ""df"": 0.9625182199849532, ""pv"": 100204.16243930854}]",False,False,True,255.0
2026-03-06,9307,bam_piliers,100792.755363,100791.96,0.7954,ECART,23/12/2016,2026-12-23,292.0,100000.0,4.05,810.0,101602.755363,100792.755363,0.04053,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),192.0,192.0,0.023,0.023448264792397255,0.02353274883151986,Entre MM dernier pilier CT et formule ((1+r_LT)^(k/365)-1)*360/k ; pas d’interpolation linéaire simple sur une seule grille.,TRANSITION_CT_to_LT,1,2026-12-23,104106.25,100849.35343866398,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit. | Δtaux_interp=0.00047019; Δcoupon_couru=699.041100; signe_ecart même sens=True; stabilité |Δécart|=0.1593,REV,AUTRE,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-12-23"", ""cash"": 104106.25, ""df"": 0.9687156480870647, ""pv"": 100849.35343866398}]",False,False,True,192.0
2026-01-02,9346,bam_piliers,102093.599355,20350.5,81743.0994,ECART,31/10/2017,2027-10-31,667.0,100000.0,3.83,661.0685,102754.667855,102093.599355,0.03008,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),437.0,1564.0,0.023799999999999998,0.0258,0.024208163265306122,vba_interpolate_extrapolate(grille_LT),LT,2,2026-10-31,3830.0,102093.5993548273,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon.",FIX,ZC,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-10-31"", ""cash"": 3830.0, ""df"": 0.9757770672515318, ""pv"": 3737.2261675733666}, {""date"": ""2027-10-31"", ""cash"": 103830.0, ""df"": 0.9472828006092068, ""pv"": 98356.37318725394}]",False,True,False,255.0
2026-03-06,9346,bam_piliers,102501.219861,20437.21,82064.0099,ECART,31/10/2017,2027-10-31,604.0,100000.0,3.83,1322.137,103823.356861,102501.219861,0.0308,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),374.0,1501.0,0.024300000000000002,0.0274,0.024932653061224493,vba_interpolate_extrapolate(grille_LT),LT,2,2026-10-31,3830.0,102501.21986119752,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon. | Δtaux_interp=0.00072449; Δcoupon_couru=661.068500; signe_ecart même sens=True; stabilité |Δécart|=320.9105",FIX,ZC,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-10-31"", ""cash"": 3830.0, ""df"": 0.9803326534626541, ""pv"": 3754.674062761965}, {""date"": ""2027-10-31"", ""cash"": 103830.0, ""df"": 0.9510406028935332, ""pv"": 98746.54579843556}]",False,True,False,192.0
2026-01-02,9351,bam_piliers,103112.626348,47815.06,55297.5663,ECART,06/12/2017,2032-12-06,2530.0,100000.0,3.93,290.7123,103403.338648,103112.626348,0.03464,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),1928.0,3454.0,0.0265,0.0294,0.027644036697247704,vba_interpolate_extrapolate(grille_LT),LT,7,2026-12-06,3930.0,103096.04722739436,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon.",FIX,ZC,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-12-06"", ""cash"": 3930.0, ""df"": 0.9689575160585728, ""pv"": 3808.003038110191}, {""date"": ""2027-12-06"", ""cash"": 3930.0, ""df"": 0.93651658166954, ""pv"": 3680.5101659612924}, {""date"": ""2028-12-06"", ""cash"": 3930.0, ""df"": 0.9050773324161999, ""pv"": 3556.9539163956656}, {""date"": ""2029-12-06"", ""cash"": 3930.0, ""df"": 0.8747751221837546, ""pv"": 3437.8662301821555}, {""date"": ""2030-12-06"", ""cash"": 3930.0, ""df"": 0.8454874373538184, ""pv"": 3322.7656288005064}, {""date"": ""2031-12-06"", ""cash"": 3930.0, ""df"": 0.8171803113680298, ""pv"": 3211.518623676357}, {""date"": ""2032-12-06"", ""cash"": 103930.0, ""df"": 0.7897472300997613, ""pv"": 82078.42962426819}]",False,True,False,255.0
2026-03-06,9351,bam_piliers,102885.85319,47856.08,55029.7732,ECART,06/12/2017,2032-12-06,2467.0,100000.0,3.93,969.0411,103854.89429,102885.85319,0.03603,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),1865.0,3391.0,0.0282,0.030299999999999997,0.029028440366972476,vba_interpolate_extrapolate(grille_LT),LT,7,2026-12-06,3930.0,102868.67089499172,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon. | Δtaux_interp=0.00138440; Δcoupon_couru=678.328800; signe_ecart même sens=True; stabilité |Δécart|=267.7931",FIX,ZC,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-12-06"", ""cash"": 3930.0, ""df"": 0.9736841636416009, ""pv"": 3826.5787631114918}, {""date"": ""2027-12-06"", ""cash"": 3930.0, ""df"": 0.9398223638713173, ""pv"": 3693.5018900142773}, {""date"": ""2028-12-06"", ""cash"": 3930.0, ""df"": 0.9070502093904897, ""pv"": 3564.7073229046246}, {""date"": ""2029-12-06"", ""cash"": 3930.0, ""df"": 0.8755057376625095, ""pv"": 3440.7375490136624}, {""date"": ""2030-12-06"", ""cash"": 3930.0, ""df"": 0.8450582875616628, ""pv"": 3321.0790701173346}, {""date"": ""2031-12-06"", ""cash"": 3930.0, ""df"": 0.8156697079830341, ""pv"": 3205.581952373324}, {""date"": ""2032-12-06"", ""cash"": 103930.0, ""df"": 0.7872268290912826, ""pv"": 81816.48434745701}]",False,True,False,192.0
2026-01-02,9363,bam_piliers,105934.175645,108406.93,-2472.7544,ECART,14/05/2018,2033-05-14,2689.0,100000.0,4.72,3013.0411,108947.216745,105934.175645,0.04246,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),1928.0,3454.0,0.0265,0.0294,0.027946199213630406,vba_interpolate_extrapolate(grille_LT),LT,8,2026-05-14,4720.0,105913.94985981379,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit.,REV,AUTRE,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-05-14"", ""cash"": 4720.0, ""df"": 0.9850741654304798, ""pv"": 4649.550060831864}, {""date"": ""2027-05-14"", ""cash"": 4720.0, ""df"": 0.9449515237327858, ""pv"": 4460.171192018749}, {""date"": ""2028-05-14"", ""cash"": 4720.0, ""df"": 0.9063598358719553, ""pv"": 4278.018425315629}, {""date"": ""2029-05-14"", ""cash"": 4720.0, ""df"": 0.8694432744392643, ""pv"": 4103.772255353328}, {""date"": ""2030-05-14"", ""cash"": 4720.0, ""df"": 0.8340303459502181, ""pv"": 3936.623232885029}, {""date"": ""2031-05-14"", ""cash"": 4720.0, ""df"": 0.8000598065635306, ""pv"": 3776.2822869798642}, {""date"": ""2032-05-14"", ""cash"": 4720.0, ""df"": 0.767385476135521, ""pv"": 3622.0594473596593}, {""date"": ""2033-05-14"", ""cash"": 104720.0, ""df"": 0.7361294209231252, ""pv"": 77087.47295906967}]",False,True,False,255.0
2026-03-06,9363,bam_piliers,106697.24192,108292.84,-1595.5981,ECART,14/05/2018,2033-05-14,2626.0,100000.0,4.72,3827.726,110524.96792,106697.24192,0.04246,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),1865.0,3391.0,0.0282,0.030299999999999997,0.029247247706422015,vba_interpolate_extrapolate(grille_LT),LT,8,2026-05-14,4720.0,106676.87044402165,problème taux révisable,Titre REV : maturité résiduelle révisée / flux réduit. | Δtaux_interp=0.00130105; Δcoupon_couru=814.684900; signe_ecart même sens=True; stabilité |Δécart|=877.1563,REV,AUTRE,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-05-14"", ""cash"": 4720.0, ""df"": 0.9921698630111387, ""pv"": 4683.0417534125745}, {""date"": ""2027-05-14"", ""cash"": 4720.0, ""df"": 0.951758209438385, ""pv"": 4492.298748549177}, {""date"": ""2028-05-14"", ""cash"": 4720.0, ""df"": 0.9128885374868155, ""pv"": 4308.833896937769}, {""date"": ""2029-05-14"", ""cash"": 4720.0, ""df"": 0.8757060582533772, ""pv"": 4133.33259495594}, {""date"": ""2030-05-14"", ""cash"": 4720.0, ""df"": 0.8400380429497316, ""pv"": 3964.979562722733}, {""date"": ""2031-05-14"", ""cash"": 4720.0, ""df"": 0.8058228065822494, ""pv"": 3803.483647068217}, {""date"": ""2032-05-14"", ""cash"": 4720.0, ""df"": 0.7729131160407541, ""pv"": 3648.1499077123594}, {""date"": ""2033-05-14"", ""cash"": 104720.0, ""df"": 0.74143191685125, ""pv"": 77642.7503326629}]",False,True,False,192.0
2026-01-02,9395,bam_piliers,103261.79503,62118.13,41143.665,ECART,04/06/2019,2034-06-04,3075.0,100000.0,3.91,2271.0137,105532.80873,103261.79503,0.03768,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-01-02),1928.0,3454.0,0.0265,0.0294,0.02867975098296199,vba_interpolate_extrapolate(grille_LT),LT,9,2026-06-04,3910.0,103243.77297988944,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon.",FIX,ZC,AN,R/R,ORD,"CT[1,73,136,255];LT[437,1564,1928,3454,4945,7164,10699]",ATP,"[{""date"": ""2026-06-04"", ""cash"": 3910.0, ""df"": 0.9846152441308341, ""pv"": 3849.8456045515613}, {""date"": ""2027-06-04"", ""cash"": 3910.0, ""df"": 0.9488621194692335, ""pv"": 3710.050887124703}, {""date"": ""2028-06-04"", ""cash"": 3910.0, ""df"": 0.9143145969256462, ""pv"": 3574.9700739792765}, {""date"": ""2029-06-04"", ""cash"": 3910.0, ""df"": 0.8811142133660148, ""pv"": 3445.156574261118}, {""date"": ""2030-06-04"", ""cash"": 3910.0, ""df"": 0.8491193945783043, ""pv"": 3320.05683280117}, {""date"": ""2031-06-04"", ""cash"": 3910.0, ""df"": 0.8182863643688848, ""pv"": 3199.4996846823396}, {""date"": ""2032-06-04"", ""cash"": 3910.0, ""df"": 0.7884930297630547, ""pv"": 3083.007746373544}, {""date"": ""2033-06-04"", ""cash"": 3910.0, ""df"": 0.7598614503151787, ""pv"": 2971.058270732349}, {""date"": ""2034-06-04"", ""cash"": 103910.0, ""df"": 0.7322695342641072, ""pv"": 76090.12730538339}]",False,True,False,255.0
2026-03-06,9395,bam_piliers,103154.248448,62185.42,40968.8284,ECART,04/06/2019,2034-06-04,3012.0,100000.0,3.91,2945.8904,106100.138848,103154.248448,0.03878,BAM MAR_JJ / HISTO_COURBE_TAUX (2026-03-06),1865.0,3391.0,0.0282,0.030299999999999997,0.029778440366972476,vba_interpolate_extrapolate(grille_LT),LT,9,2026-06-04,3910.0,103135.74496801749,problème zéro-coupon,"Moteur ZC : écarts souvent liés à maille courbe, spread ou periodicité coupon. | Δtaux_interp=0.00109869; Δcoupon_couru=674.876700; signe_ecart même sens=True; stabilité |Δécart|=174.8366",FIX,ZC,AN,R/R,ORD,"CT[1,73,164,192];LT[374,1501,1865,3391,4882,7101,10636]",ATP,"[{""date"": ""2026-06-04"", ""cash"": 3910.0, ""df"": 0.9906624292667338, ""pv"": 3873.490098432929}, {""date"": ""2027-06-04"", ""cash"": 3910.0, ""df"": 0.9536787666943277, ""pv"": 3728.8839777748212}, {""date"": ""2028-06-04"", ""cash"": 3910.0, ""df"": 0.9179800940576082, ""pv"": 3589.3021677652478}, {""date"": ""2029-06-04"", ""cash"": 3910.0, ""df"": 0.883709826967797, ""pv"": 3455.305423444086}, {""date"": ""2030-06-04"", ""cash"": 3910.0, ""df"": 0.8507189462328857, ""pv"": 3326.311079770583}, {""date"": ""2031-06-04"", ""cash"": 3910.0, ""df"": 0.8189596894750434, ""pv"": 3202.1323858474198}, {""date"": ""2032-06-04"", ""cash"": 3910.0, ""df"": 0.788303901721084, ""pv"": 3082.2682557294384}, {""date"": ""2033-06-04"", ""cash"": 3910.0, ""df"": 0.7588747393298716, ""pv"": 2967.200230779798}, {""date"": ""2034-06-04"", ""cash"": 103910.0, ""df"": 0.730544233937765, ""pv"": 75910.85134847317}]",False,True,False,192.0
