titre;date;valo;prix_arrondi;ecart_prix_arrondi_valo;source_prix_arrondi;source_ecart;profil_metier
9429;26/03/2026;101013.28;101013.28;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9431;26/03/2026;20136.78;20136.78;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9434;26/03/2026;62.49;62.49;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/OBL;FIX/ZC/AN/AN/R/R/OBL
9436;26/03/2026;98696.49;98694.82;-1.67;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9444;26/03/2026;102422.59;102385.0;-37.59;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
9452;26/03/2026;51263.14;51263.14;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9455;26/03/2026;103074.57;103074.57;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9488;26/03/2026;101073.02;101073.02;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9489;26/03/2026;100089.55;100087.88;-1.67;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
9491;26/03/2026;100609.72;100609.72;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9492;26/03/2026;100554.73;100554.73;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9499;26/03/2026;96909.5;96840.08;-69.42;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
9502;26/03/2026;20420.25;20420.25;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/OBL;FIX/ZC/AN/AN/R/R/OBL
9523;26/03/2026;99141.67;99129.04;-12.63;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
9524;26/03/2026;100788.03;100788.03;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9529;26/03/2026;97284.41;97204.02;-80.39;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9530;26/03/2026;98995.36;98982.49;-12.87;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
9532;26/03/2026;73708.03;73708.05;0.02;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/360/ORD;REV/AA/AN/AN/R/360/ORD
9534;26/03/2026;94301.36;93947.12;-354.24;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
9535;26/03/2026;98418.27;98404.6;-13.67;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
9542;26/03/2026;103192.28;103192.28;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9547;26/03/2026;101996.64;101996.32;-0.32;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9549;26/03/2026;102805.51;102805.51;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9567;26/03/2026;101003.43;101003.43;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9571;26/03/2026;100939.86;100939.86;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9572;26/03/2026;100438.35;100436.6;-1.75;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
9576;26/03/2026;100046.07;100020.62;-25.45;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9582;26/03/2026;102908.58;102908.25;-0.33;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
100844;26/03/2026;101978.2;101978.2;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100856;26/03/2026;101358.84;101358.84;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100899;26/03/2026;103293.41;103293.41;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100902;26/03/2026;102813.14;102813.14;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100904;26/03/2026;103809.46;103809.46;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100905;26/03/2026;102687.34;102686.86;-0.48;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
201350;26/03/2026;128536.96;127119.37;-1417.59;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201379;26/03/2026;106526.24;106480.74;-45.5;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201386;26/03/2026;109588.02;109291.04;-296.98;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201408;26/03/2026;102968.99;102968.99;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201409;26/03/2026;116872.7;115298.91;-1573.79;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201426;26/03/2026;103892.54;103560.42;-332.12;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201432;26/03/2026;102711.77;102639.06;-72.71;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201465;26/03/2026;103264.75;103264.75;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201516;26/03/2026;105825.07;105680.78;-144.29;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201519;26/03/2026;103798.39;103794.07;-4.32;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201524;26/03/2026;107277.76;106695.94;-581.82;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201535;26/03/2026;104077.63;104056.09;-21.54;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201536;26/03/2026;104301.43;104119.84;-181.59;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201551;26/03/2026;101218.51;100476.33;-742.18;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201552;26/03/2026;100916.01;100873.25;-42.76;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201553;26/03/2026;102747.07;99855.12;-2891.95;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201554;26/03/2026;99823.07;99573.71;-249.36;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201627;26/03/2026;93301.88;90145.85;-3156.03;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201630;26/03/2026;101889.38;101889.38;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201631;26/03/2026;96839.79;96523.65;-316.14;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201646;26/03/2026;93413.67;92607.47;-806.2;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201651;26/03/2026;98028.17;97958.47;-69.7;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201657;26/03/2026;100621.83;100621.83;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201671;26/03/2026;101115.84;101114.74;-1.1;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201677;26/03/2026;97766.94;97669.19;-97.75;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201678;26/03/2026;100148.26;100148.26;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201791;26/03/2026;106082.12;106076.08;-6.04;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201792;26/03/2026;109666.73;109527.7;-139.03;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201793;26/03/2026;117477.5;116341.94;-1135.56;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201808;26/03/2026;117645.67;117045.0;-600.67;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201809;26/03/2026;124961.74;119155.24;-5806.5;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201821;26/03/2026;110899.66;110713.36;-186.3;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201822;26/03/2026;113106.03;112409.25;-696.78;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
152053;26/03/2026;102966.86;102966.86;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/CD;REV/AA/AN/FIN/R/R/CD
152236;26/03/2026;102814.14;102814.14;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
152397;26/03/2026;101629.55;101629.55;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/TA/AN/FIN/R/R/CD;FIX/TA/AN/FIN/R/R/CD
152398;26/03/2026;100677.75;100671.39;-6.36;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
152444;26/03/2026;99283.34;99270.92;-12.42;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
152473;26/03/2026;99674.1;99650.29;-23.81;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
152504;26/03/2026;102127.55;102127.55;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/CD;REV/AA/AN/FIN/R/360/CD
152806;26/03/2026;103658.03;103658.03;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
200792;26/03/2026;104678.47;104678.47;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
200802;26/03/2026;111437.15;111061.85;-375.3;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
200999;26/03/2026;109326.29;109290.81;-35.48;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201093;26/03/2026;106055.85;106054.79;-1.06;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201317;26/03/2026;113281.95;113263.67;-18.28;table Valorisation;a corriger (table Valorisation) | FIX/TA/AN/FIN/R/R/BDT;FIX/TA/AN/FIN/R/R/BDT
201328;26/03/2026;124072.29;123886.84;-185.45;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201331;26/03/2026;111592.68;111565.96;-26.72;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201344;26/03/2026;118716.1;118471.15;-244.95;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
SEK;26/03/2026;1.0;;;absent referentiel_titre;prix manquant;profil inconnu
GBP;26/03/2026;12.48;;;absent referentiel_titre;prix manquant;profil inconnu
CAD;26/03/2026;6.76;;;absent referentiel_titre;prix manquant;profil inconnu
JPY;26/03/2026;0.06;;;absent referentiel_titre;prix manquant;profil inconnu
USD;26/03/2026;9.32;;;absent referentiel_titre;prix manquant;profil inconnu
EURO;26/03/2026;10.81;;;absent referentiel_titre;prix manquant;profil inconnu
TND;26/03/2026;3.19;;;absent referentiel_titre;prix manquant;profil inconnu
XS2080771806;26/03/2026;868.92;921.48;52.56;table Valorisation;a corriger (table Valorisation) | FIX/CC/AN/FIN/R/R/BDT;FIX/CC/AN/FIN/R/R/BDT
XS2355149316;26/03/2026;926.18;1042.7;116.52;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/ORD;FIX/CC/SEM/FIN/R/R/ORD
XS2239830222;26/03/2026;1013.48;1013.54;0.06;table Valorisation;a corriger (table Valorisation) | FIX/CC/AN/FIN/R/R/BDT;FIX/CC/AN/FIN/R/R/BDT
XS2270576965;26/03/2026;872.71;826.77;-45.94;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
XS2595028700;26/03/2026;1064.01;1006.99;-57.02;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
XS2595028452;26/03/2026;1021.23;1014.3;-6.93;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
XS2270576619;26/03/2026;967.46;959.82;-7.64;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
XS2239829216;26/03/2026;933.51;983.09;49.58;table Valorisation;a corriger (table Valorisation) | FIX/CC/AN/FIN/R/R/BDT;FIX/CC/AN/FIN/R/R/BDT
XS2810168737;26/03/2026;1072.34;1286.58;214.24;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/360/ORD;FIX/CC/SEM/FIN/R/360/ORD
XS2810168810;26/03/2026;1095.71;1659.06;563.35;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/360/ORD;FIX/CC/SEM/FIN/R/360/ORD
XS1061043367;26/03/2026;1043.84;1482.71;438.87;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/360/ORD;FIX/CC/SEM/FIN/R/360/ORD
XS0864259717;26/03/2026;946.04;840.72;-105.32;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
XS3041270664;26/03/2026;1035.62;1068.06;32.44;table Valorisation;a corriger (table Valorisation) | FIX/CC/AN/FIN/R/R/BDT;FIX/CC/AN/FIN/R/R/BDT
XS3040573191;26/03/2026;1040.17;1293.46;253.29;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/ORD;FIX/CC/SEM/FIN/R/R/ORD
XS3040572979;26/03/2026;1044.74;1145.32;100.58;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/ORD;FIX/CC/SEM/FIN/R/R/ORD
XS2270577344;26/03/2026;711.22;569.45;-141.77;table Valorisation;a corriger (table Valorisation) | FIX/CC/SEM/FIN/R/R/BDT;FIX/CC/SEM/FIN/R/R/BDT
9677;26/03/2026;99474.17;99385.99;-88.18;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
101029;26/03/2026;100268.41;100266.58;-1.83;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
201836;26/03/2026;115684.86;114446.2;-1238.66;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
9686;26/03/2026;101609.8;101609.75;-0.05;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
152880;26/03/2026;100115.35;100109.02;-6.33;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/360/CD;REV/AA/AN/FIN/R/360/CD
153108;26/03/2026;101307.83;101307.83;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
201913;26/03/2026;101087.84;101087.84;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
153131;26/03/2026;100057.59;100045.01;-12.58;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
9644;26/03/2026;101781.93;101582.5;-199.43;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
152932;26/03/2026;103247.8;103247.8;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
101032;26/03/2026;99618.86;99602.39;-16.47;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9756;26/03/2026;100067.31;100067.31;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/TRI/FIN/R/360/OBL;REV/AA/TRI/FIN/R/360/OBL
100945;26/03/2026;102897.47;102897.47;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
5156;26/03/2026;100728.94;99932.45;-796.49;table Valorisation;a corriger (table Valorisation) | REV/ZC/AN/AN/R/R/FPCT;REV/ZC/AN/AN/R/R/FPCT
9619;26/03/2026;101678.8;101678.8;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/360/OBL;REV/AA/AN/AN/R/360/OBL
9637;26/03/2026;103234.86;103049.33;-185.53;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
5172;26/03/2026;100811.72;100810.18;-1.54;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/FPCT;FIX/AA/AN/FIN/R/R/FPCT
201905;26/03/2026;96998.79;96252.03;-746.76;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201935;26/03/2026;100101.42;100094.78;-6.64;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100985;26/03/2026;102726.81;102722.99;-3.82;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
152435;26/03/2026;100914.52;100914.52;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
100986;26/03/2026;102718.03;102714.21;-3.82;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
201763;26/03/2026;100626.71;100093.11;-533.6;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/360/BDT;REV/AA/AN/FIN/R/360/BDT
152931;26/03/2026;104083.49;104083.49;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
100962;26/03/2026;101638.83;101638.83;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
153146;26/03/2026;100560.57;100560.57;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/360/CD;FIX/AA/AN/FIN/R/360/CD
201906;26/03/2026;101506.61;101506.61;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
153100;26/03/2026;101532.03;101532.03;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/360/CD;FIX/AA/AN/FIN/R/360/CD
153125;26/03/2026;99502.94;99445.05;-57.89;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
100972;26/03/2026;100642.63;100642.63;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9639;26/03/2026;101240.33;101240.33;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
201868;26/03/2026;101263.54;101263.54;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
201941;26/03/2026;99557.94;99548.17;-9.77;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100964;26/03/2026;101412.25;101378.83;-33.42;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
153078;26/03/2026;101074.97;101037.64;-37.33;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
9764;26/03/2026;100893.52;100893.52;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
153101;26/03/2026;101198.55;101198.55;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
9653;26/03/2026;100624.46;100624.46;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/OBL;REV/AA/AN/FIN/R/R/OBL
5167;26/03/2026;101241.34;101241.34;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/FPCT;FIX/ZC/AN/AN/R/R/FPCT
9596;26/03/2026;116168.52;115098.19;-1070.33;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/ORD;REV/AA/AN/FIN/R/R/ORD
101030;26/03/2026;99696.15;99679.63;-16.52;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
152877;26/03/2026;101175.48;101175.48;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
201939;26/03/2026;99919.75;99910.25;-9.5;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
9652;26/03/2026;100588.46;100588.46;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/R/OBL;REV/AA/AN/AN/R/R/OBL
9702;26/03/2026;102079.08;102079.08;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/360/OBL;REV/AA/AN/AN/R/360/OBL
9753;26/03/2026;97503.68;91936.57;-5567.11;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
101010;26/03/2026;100792.16;100792.16;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
153024;26/03/2026;104274.04;104274.04;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
9660;26/03/2026;100906.28;100906.28;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
201854;26/03/2026;114430.39;108260.81;-6169.58;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
