titre;date;valo;prix_arrondi;ecart_prix_arrondi_valo;source_prix_arrondi;source_ecart;profil_metier
100977;26/03/2026;100393.43;100389.83;-3.6;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9634;26/03/2026;106141.24;105569.88;-571.36;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/ORD;FIX/AA/AN/FIN/R/R/ORD
9747;26/03/2026;100773.4;100773.4;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
9615;26/03/2026;102139.97;102139.97;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/OBL;REV/AA/AN/FIN/R/360/OBL
100948;26/03/2026;77169.95;77169.95;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/BSF;FIX/ZC/AN/AN/R/R/BSF
101009;26/03/2026;100391.81;100382.43;-9.38;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100987;26/03/2026;102777.66;102777.66;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
201940;26/03/2026;100194.67;100194.67;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/360/BDT;FIX/AA/AN/FIN/R/360/BDT
100928;26/03/2026;101255.64;101255.64;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100941;26/03/2026;103170.9;103170.9;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100996;26/03/2026;101486.87;101480.43;-6.44;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
141177;26/03/2026;101638.05;101638.05;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/360/BT;FIX/AA/AN/FIN/R/360/BT
201862;26/03/2026;106795.33;106761.15;-34.18;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100988;26/03/2026;101897.02;101856.87;-40.15;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9700;26/03/2026;101270.59;101233.79;-36.8;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/R/OBL;REV/AA/AN/FIN/R/R/OBL
9500;26/03/2026;98542.88;98543.53;0.65;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9684;26/03/2026;100854.63;100854.63;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/SEM/FIN/R/360/ORD;REV/AA/SEM/FIN/R/360/ORD
9593;26/03/2026;100748.68;100747.96;-0.72;table Valorisation;a corriger (table Valorisation) | REV/AA/AN/FIN/R/360/ORD;REV/AA/AN/FIN/R/360/ORD
101008;26/03/2026;100887.28;100887.28;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100998;26/03/2026;100978.21;100971.68;-6.53;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9606;26/03/2026;100551.75;100551.75;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/360/OBL;REV/AA/AN/AN/R/360/OBL
201870;26/03/2026;106791.06;106012.04;-779.02;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
153110;26/03/2026;101233.54;101233.54;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/360/CD;FIX/AA/AN/FIN/R/360/CD
9393;26/03/2026;102756.9;102756.9;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
9654;26/03/2026;101065.62;100984.26;-81.36;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/OBL;FIX/AA/AN/FIN/R/R/OBL
9755;26/03/2026;100064.85;100064.85;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/TRI/FIN/R/360/OBL;REV/AA/TRI/FIN/R/360/OBL
9690;26/03/2026;100049.23;100049.23;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/TRI/FIN/R/360/OBL;REV/AA/TRI/FIN/R/360/OBL
201919;26/03/2026;98262.17;98198.66;-63.51;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100952;26/03/2026;101718.82;101718.82;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/BSF;REV/AA/AN/FIN/R/360/BSF
201896;26/03/2026;99656.75;99419.92;-236.83;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100959;26/03/2026;101743.37;101743.37;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
201841;26/03/2026;110670.34;110034.99;-635.35;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT;FIX/AA/AN/FIN/R/R/BDT
100974;26/03/2026;100299.08;100283.02;-16.06;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100951;26/03/2026;102926.76;102926.76;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
101031;26/03/2026;99869.59;99865.89;-3.7;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
153132;26/03/2026;100703.35;100703.35;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/R/CD;REV/AA/AN/FIN/R/R/CD
141184;26/03/2026;100376.57;100376.57;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/SEM/FIN/R/360/BT;FIX/AA/SEM/FIN/R/360/BT
9758;26/03/2026;100635.74;100635.74;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/AN/R/360/ORD;REV/AA/AN/AN/R/360/ORD
153154;26/03/2026;100158.47;100158.47;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/SEM/FIN/R/360/CD;FIX/AA/SEM/FIN/R/360/CD
101022;26/03/2026;100292.04;100279.23;-12.81;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100946;26/03/2026;104712.69;104691.17;-21.52;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
101000;26/03/2026;99509.73;99466.71;-43.02;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100983;26/03/2026;103426.22;103426.22;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
100975;26/03/2026;100538.1;100538.1;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
152881;26/03/2026;102147.67;102131.05;-16.62;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
100950;26/03/2026;102387.38;102387.38;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/AA/AN/FIN/R/R/BSF;FIX/AA/AN/FIN/R/R/BSF
9750;26/03/2026;100589.87;100589.87;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | REV/AA/AN/FIN/R/360/ORD;REV/AA/AN/FIN/R/360/ORD
153159;26/03/2026;99894.07;99890.37;-3.7;table Valorisation;a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/CD;FIX/AA/AN/FIN/R/R/CD
9351;26/03/2026;47586.44;47586.7;0.26;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9395;26/03/2026;61784.82;61784.8;-0.02;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9533;26/03/2026;42363.62;42360.25;-3.37;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
100925;26/03/2026;33738.33;33738.06;-0.27;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/BSF;FIX/ZC/AN/AN/R/R/BSF
9744;26/03/2026;100643.65;100643.51;-0.14;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/OBL;FIX/ZC/AN/AN/R/R/OBL
9496;26/03/2026;28502.26;28502.14;-0.12;table Valorisation;a corriger (table Valorisation) | FIX/ZC/AN/AN/R/R/ORD;FIX/ZC/AN/AN/R/R/ORD
9473;26/03/2026;68298.27;68298.27;0.0;table Valorisation;acceptable (tolÃ©rance Â±0,02) | FIX/ZC/SEM/SEM/R/R/ORD;FIX/ZC/SEM/SEM/R/R/ORD
5107;26/03/2026;98741.41;98740.03;-1.38;table Valorisation;a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT;FIX/ZC/TRI/TRI/R/R/FPCT
5117;26/03/2026;80421.76;80420.42;-1.34;table Valorisation;a corriger (table Valorisation) | FIX/ZC/TRI/TRI/R/R/FPCT;FIX/ZC/TRI/TRI/R/R/FPCT
9538;26/03/2026;12601.84;12602.35;0.51;table Valorisation;a corriger (table Valorisation) | REV/ZC/SEM/SEM/R/360/OBL;REV/ZC/SEM/SEM/R/360/OBL
