code,date_analyse,excel_prix,moteur_prix,error,excel_coupon_couru,moteur_coupon_couru,excel_tri_pct,moteur_tri_pct,excel_duration,moteur_duration,excel_sensibilite,moteur_sensibilite,excel_convexite,moteur_convexite,ecart_abs_coupon_couru,ecart_rel_coupon_couru,ecart_abs_tri_pct,ecart_rel_tri_pct,ecart_abs_duration,ecart_rel_duration,ecart_abs_sensibilite,ecart_rel_sensibilite,ecart_abs_convexite,ecart_rel_convexite
9240,2026-03-06,27061.79,27061.7878,,248.81,248.811,3.604,3.6043,2.170582,2.1707,2.093036,2.093,7.554829,7.56,0.0010000000000047748,4.019131063883183e-06,0.0002999999999997449,8.324084350714343e-05,0.0001180000000000625,5.436329979704176e-05,-3.6000000000147026e-05,-1.7199895271819033e-05,0.005170999999999815,0.0006844628779817273
9240,2026-01-02,26967.97,26967.9692,,70.68,70.6849,3.488,3.4878,2.344536,2.3447,2.264005,2.264,8.471318,8.47,0.004899999999992133,6.932654216174494e-05,-0.00019999999999997797,-5.733944954127809e-05,0.00016399999999983095,6.994987494320025e-05,-5.000000000254801e-06,-2.2084756881079328e-06,-0.0013179999999994862,-0.00015558381824404258
