code,valo_260326,prix_arrondi_260326,ecart_260326,profil_260326,source_prix_260326,source_ecart_260326,valo_260306,prix_arrondi_260306,ecart_260306,profil_260306,source_prix_260306,source_ecart_260306,delta_ecart_premier_vs_second,note
101032,99618.860000,99618.860000,0.000000,FIX/AA/AN/FIN/R/R/BSF,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BSF",99956.930000,99956.930000,0.000000,FIX/AA/AN/FIN/R/R/BSF,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BSF",0.000000,OK les deux dates
141174,102686.710000,102686.710000,0.000000,FIX/AA/AN/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BT",102536.300000,102536.300000,0.000000,FIX/AA/AN/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BT",0.000000,OK les deux dates
141177,101638.050000,101638.050000,0.000000,FIX/AA/AN/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BT",101503.800000,101503.800000,0.000000,FIX/AA/AN/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/BT",0.000000,OK les deux dates
141180,,,,,,,101082.240000,101082.240000,0.000000,FIX/AA/SEM/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BT",,
141184,100376.570000,100376.570000,0.000000,FIX/AA/SEM/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BT",100259.840000,100259.840000,0.000000,FIX/AA/SEM/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BT",0.000000,OK les deux dates
141187,100053.530000,100053.530000,0.000000,FIX/AA/SEM/FIN/R/360/BT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/BT",,,,,,,,
152053,102966.860000,102966.860000,0.000000,REV/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/CD",102807.720000,102807.720000,0.000000,REV/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152235,103146.710000,103146.710000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",103094.710000,103094.710000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152236,102814.140000,102814.140000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102750.520000,102750.520000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152364,102174.740000,102174.740000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102037.510000,102037.510000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152397,101629.550000,101629.550000,0.000000,FIX/TA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/CD",101489.650000,101489.650000,0.000000,FIX/TA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152398,100677.750000,100677.750000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",100823.470000,100823.470000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152435,100914.520000,100914.520000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",100804.270000,100804.270000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152444,99283.340000,99283.340000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",99535.180000,99535.180000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152473,99674.100000,99674.100000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102137.990000,102137.990000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152504,102127.550000,102127.550000,0.000000,REV/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/CD",101981.560000,101981.560000,0.000000,REV/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
152806,103658.030000,103658.030000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",103656.990000,103656.990000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152877,101175.480000,101175.480000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",101095.480000,101095.480000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152880,100115.350000,100115.350000,0.000000,REV/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/CD",100029.290000,100029.290000,0.000000,REV/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
152881,102147.670000,102147.670000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102476.120000,102476.120000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152898,100800.370000,100800.370000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",104376.740000,104376.740000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152899,,,,,,,103440.090000,103440.090000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",,
152931,104083.490000,104083.490000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",104022.290000,104022.290000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152932,103247.800000,103247.800000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",103104.500000,103104.500000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152951,103040.190000,103040.190000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102899.250000,102899.250000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
152983,102266.170000,102266.170000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",102131.090000,102131.090000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153016,104559.600000,104559.600000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",104410.300000,104410.300000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153024,104274.040000,104274.040000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",104130.060000,104130.060000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153078,101074.970000,101074.970000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",101809.980000,101809.980000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153098,101161.770000,101161.770000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",101140.630000,101140.630000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153100,101532.030000,101532.030000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",101407.800000,101407.800000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
153101,101198.550000,101198.550000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",101178.950000,101178.950000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153108,101307.830000,101307.830000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",101190.080000,101190.090000,0.010000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.010000,OK les deux dates
153110,101233.540000,101233.540000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",101116.740000,101116.740000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
153118,100173.120000,100173.120000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",100410.990000,100410.990000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153119,100960.730000,100960.730000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",100857.220000,100857.220000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
153125,99502.940000,99502.940000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",100375.030000,100375.030000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153131,100057.590000,100057.590000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",100326.700000,100326.700000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153132,100703.350000,100703.350000,0.000000,REV/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/CD",100605.320000,100605.320000,0.000000,REV/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | REV/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153146,100560.570000,100560.570000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",100452.520000,100452.520000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
153154,100158.470000,100158.470000,0.000000,FIX/AA/SEM/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/CD",100045.370000,100045.370000,0.000000,FIX/AA/SEM/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/SEM/FIN/R/360/CD",0.000000,OK les deux dates
153155,100055.470000,100055.470000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",99984.530000,99984.530000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.000000,OK les deux dates
153158,100042.640000,100042.640000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",99972.550000,99972.550000,0.000000,FIX/AA/AN/FIN/R/360/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/360/CD",0.000000,OK les deux dates
153159,99894.070000,99894.060000,-0.010000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",99983.980000,99983.980000,0.000000,FIX/AA/AN/FIN/R/R/CD,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/CD",0.010000,OK les deux dates
200792,104678.470000,104678.470000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",104553.240000,104553.240000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
200802,111437.150000,111437.150000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",113598.950000,113598.950000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
200999,109326.290000,109326.290000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",110118.680000,110118.680000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201093,106055.850000,106055.850000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",106004.810000,106004.810000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201236,108958.500000,108958.500000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",109176.410000,109176.410000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201317,113281.950000,113281.950000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",113697.700000,113697.700000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201328,124072.290000,124072.290000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",125847.760000,125847.760000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201331,111592.680000,111592.680000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",112115.030000,112115.030000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201344,118716.100000,118716.100000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",120657.940000,120657.940000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201350,128536.960000,128536.960000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",129051.990000,129051.990000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201379,106526.240000,106526.240000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",107389.820000,107389.820000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201386,109588.020000,109588.020000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",111608.750000,111608.750000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201408,102968.990000,102968.990000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",102847.310000,102847.310000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201409,116872.700000,116872.700000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",117153.190000,117153.190000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201426,103892.540000,103892.540000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",105906.490000,105906.490000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201432,102711.770000,102711.770000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",103818.550000,103818.550000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201465,103264.750000,103264.750000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",103238.860000,103238.860000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201516,105825.070000,105825.070000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",107338.670000,107338.670000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201519,103798.390000,103798.390000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",103972.950000,103972.950000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201524,107277.760000,107277.760000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",109602.600000,109602.600000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201535,104077.630000,104077.630000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",104539.200000,104539.200000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201536,104301.430000,104301.430000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",105982.990000,105982.990000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201551,101218.510000,101218.510000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",103379.990000,103379.990000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201552,100916.010000,100916.010000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101715.300000,101715.300000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201553,102747.070000,102747.070000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",103371.350000,103371.350000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201554,99823.070000,99823.070000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101623.160000,101623.160000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201627,93301.880000,93301.880000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",93984.370000,93984.370000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201630,101889.380000,101889.380000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",101763.790000,101763.790000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201631,96839.790000,96839.790000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",98760.670000,98760.670000,0.000000,FIX/TA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/TA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201646,93413.670000,93413.670000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",95128.340000,95128.340000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201651,98028.170000,98028.170000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",99089.940000,99089.940000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
201657,100621.830000,100621.830000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",100529.990000,100503.760000,-26.230000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,a corriger (table Valorisation) | FIX/AA/AN/FIN/R/R/BDT,-26.230000,OK ref_date | ecart autre date
201671,101115.840000,101115.840000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",101080.490000,101080.490000,0.000000,FIX/AA/AN/FIN/R/R/BDT,table Valorisation,"acceptable (tolérance ±0,02) | FIX/AA/AN/FIN/R/R/BDT",0.000000,OK les deux dates
